PolicyNumber,TotalPremium
TXFB-201475,1095.75
TXFB-201476,2118.57
TXFB-201477,1048.99
TXFB-201478,1816.21
TXFB-201479,2898.68
TXFB-201480,1885.76
TXFB-201481,946.1
TXFB-201482,2671.49
TXFB-201483,1060.31
TXFB-201484,2715.65
TXFB-201485,1938.06
TXFB-201486,1861.23
TXFB-201487,3054.31
TXFB-201488,2625.81
TXFB-201489,598.73
TXFB-201490,1388.52
TXFB-201491,3112.76
TXFB-201492,539.6112531862792
TXFB-201493,2135.76
TXFB-201494,2683.48
TXFB-201495,2365.57
TXFB-201496,2701.6907074759456
TXFB-201497,2677.08
TXFB-201498,2576.09
TXFB-201499,2964.62
